entityId,publishedAt,status,title,tags
3650331,2019-04-08T06:15:01-0300,True,É uma vergonha que despejem lixo na Via Expressa,"Florianópolis, Grande Florianópolis, via expressa, lixo"
3650311,2019-04-08T06:00:02-0300,True,Haddad em Florianópolis e o desafio da esquerda,"Fernando Haddad, Destaque Hora SC"
3650391,2019-04-08T05:45:01-0300,True,Crime ambiental?,meio ambiente
3650301,2019-04-08T05:45:01-0300,True,Lua de mel de Bolsonaro com recém-eleitos por um fio,"Jair Bolsonaro, MEC"
3650376,2019-04-08T05:25:01-0300,True,Exportações do agronegócio avançam em Santa Catarina,"agronegócio, exportação, agricultura, Destaque DC"
3650436,2019-04-08T05:25:01-0300,True,"Finais com os grandes de SC
","Catarinense 2019, Esportes"
3650281,2019-04-08T05:20:01-0300,True,Próxima etapa da reforma da rodoviária de Joinville é o prédio principal,rodoviária de joinville
3650306,2019-04-08T05:20:01-0300,True,Ministro do STF pede que ação de SC sobre os 15% da saúde seja colocada em pauta,"STF, saúde, governo de santa catarina"
3650271,2019-04-08T05:10:01-0300,True,"Ministério Público reforça a cobrança na SC-418, em Joinville","trânsito, Ministério Público, SC-418"
3650446,2019-04-08T04:55:02-0300,True,Via em frente ao IEE ganha nova sinalização,"trânsito, Florianópolis, mauro ramos"
3650321,2019-04-08T04:55:02-0300,True,O herói e o presidiário,"Lula, lava-jato, Jair Bolsonaro"
3650421,2019-04-07T23:42:41-0300,True,A Copa do Brasil interfere nas semifinais do Estadual,"Avaí, Criciúma, Chapecoense, Esportes, Figueirense, copa do brasil"
3650291,2019-04-07T21:05:02-0300,True,"Após dois anos na elite, Hercílio Luz é rebaixado no Catarinense","hercilio luz, hercílio luz futebol clube, Catarinense 2019, Destaque DC, Esportes"
3650286,2019-04-07T20:57:13-0300,True,Atletas do Figueirense citam semana para recuperação de série ruim antes de semifinal,"Esportes, Catarinense 2019, Figueirense, Destaque DC, Destaque Hora SC"
